Topic,Count,Name,Representation,Representative_Docs
35,32,35_petíció_nemzeti petíció_nemzeti_hidvéghi balázs,"['petíció', 'nemzeti petíció', 'nemzeti', 'hidvéghi balázs', 'hidvéghi', 'kabinetiroda parlamenti', 'kabinetiroda', 'miniszterelnöki kabinetiroda', 'küldték', 'parlamenti államtitkára']","['már online is kitölthető a nemzeti petíció + videó szombattól online is kitölthető a nemzeti petíció - jelentette be a miniszterelnöki kabinetiroda parlamenti államtitkára szombaton a facebook-oldalára feltöltött videójában. hidhvégi balázs fontos ügyben szólalt meg (forrás: képernyőkép) hidvéghi balázs úgy fogalmazott, mostantól egytelen gyors katt', 'nemzeti petíció: fontos részletekre hívta fel a figyelmet az államtitkár (videó) országszerte befejeződik a nemzeti petíció kézbesítése szerdán – közölte a miniszterelnöki kabinetiroda parlamenti államtitkára szerdán a facebook -oldalán.\n\nhidvéghi balázs a közösségi oldalára feltöltött videójában azt mondta:\n\na nemzeti petíciót a válaszboríték segítségével ingyenesen lehet vissz', 'hivatalos: meghosszabbítják a nemzeti petíció beküldésének határidejét (videó) a kormány úgy döntött, hogy április 8-ig meghosszabbítja a nemzeti petíció határidejét – jelentette ki hidvéghi balázs, a miniszterelnöki kabinetiroda parlamenti államtitkára legújabb videójában.\n\n„petíció meghirdetése óta ukrajna minden korábbinál durvább nyomásgyakorlást fejt ki hazánk ellen: poli']"
36,31,36_karácsony_karácsony gergely_gergely_főpolgármester,"['karácsony', 'karácsony gergely', 'gergely', 'főpolgármester', 'fővárosi', 'berlin', 'szentkirályi', 'szentkirályi alexandra', 'alexandra', 'budapesti']","['karácsony gergely még a törvényszéknek is ellentmondott, csak hogy ne legyen helyettese semmibe vette karácsony gergely a fővárosi törvényszék kötelezését és elvonta a fővárosi közgyűlés hatáskörét a főpolgármester-helyettes ügyében – közölte sára botond budapest főváros főispánja facebook-videójában .\n\nezért a fővárosi közgyűlés nem tudta teljesíteni kötelezettségét, amit a jogszabály', 'a kormányhivatal a kúriához fordul karácsony gergely mulasztása miatt + videó karácsony gergely semmibe vette a bíróság kötelezését és elvonta a fővárosi közgyűlés hatáskörét a főpolgármester-helyettes ügyében, így a közgyűlés nem tudta teljesíteni kötelezettségét, amit a jogszabály és a bíróság is előírt számára, hogy válasszon főpolgármester-helyettest. a kormányhivatal azé', 'ukrán zászlókkal árasztotta el budapest belvárosát karácsony gergely – galéria „nincs még egy nemzet, amely az ukránnál több jogot szerzett volna ahhoz, hogy európa tagja legyen” – jelentette ki karácsony gergely főpolgármester azon az ukrajna melletti tüntetésen, amelyet oroszország budapesti nagykövetsége előtt tartottak vasárnap.\n\nkarácsony gergely szerint a világrend éppen']"
37,28,37_nasa_artemis_hold_ii,"['nasa', 'artemis', 'hold', 'ii', 'küldetés', 'kennedy', 'történelmi', 'föld', 'floridai', '20 milliárd']","['történelmi lépést tehet a nasa márciusban a nasa március elejére tűzte ki az artemis–2 küldetés indítását, amely több mint ötven év után ismét embereket juttathat a hold közelébe. a négyfős legénység tíznapos útra indul a hold túlsó oldala körül, ami az emberiség eddigi legtávolabbi űrutazása lehet – írja a bbc .\n\na nasa március 6-át jelölt', 'ezt a 10 dolgot szinte senki sem veszi észre az artemis ii fotóján az artemis ii küldetés a nasa egyik legfontosabb holdküldetése, amely során az orion űrkapszula legénysége rekordtávolságból készített felvételeket. az úgynevezett earthset fotó különösen nagy figyelmet kapott, mivel egyszerre mutatja meg a föld és a hold különleges viszonyát, miközben tudományos sz', 'elképesztő videón az artemis ii felemelkedése az emberiség jövője felé sikeresen elindult az artemis ii a kennedy űrközpontból, fedélzetén az orion űrkabin szállítására szolgáló sls rakétával. a történelmi starttal 54 év után ismét emberek indulnak a hold felé.\n\nlátványos és történelmi pillanatokkal indult el a nasa artemis ii küldetése: a floridai kennedy űrközpontból']"
38,27,38_húsvéti_sonka_húsvét_tojás,"['húsvéti', 'sonka', 'húsvét', 'tojás', 'ünnepi', 'húsvétkor', 'spar', 'húsvétra', 'étel', 'húsvét előtti']","['húsvéti sokk vagy fellélegzés? ezt mutatja idén a tojás, a sonka, a tej és a csoki ára idén kimondottan vegyes képet mutat a húsvéti termékek ára. van, ahol a vásárlók végre fellélegezhetnek, máshol viszont továbbra is mélyebben kell a pénztárcába nyúlni a húsvéti ünnepi asztal előkészítésekor – mutat rá elemzésében az oeconomus gazdaságkutató. a tejtermékek frontján kifejezetten kedv', 'húsvéti sonka: mit tehetünk, ha már csak otthon derül ki a turpisság? a húsvéti készülődés egyik legfontosabb kérdése sok családban az, milyen sonka kerüljön az ünnepi asztalra. a szakemberek szerint, a sonka megvásárlásakor nem elég az árcédulát nézni: legalább ilyen fontos a termék állapota, jelölése, csomagolása és tárolása is. egy rosszul megválasztott sonka nemcs', 'öt fantasztikus töltött tojás húsvétra: ezekért rajongani fog a család a töltött tojás receptek remek alternatívát kínálnak azoknak, akik a klasszikus főtt tojást izgalmasabban tálalnák. ez a húsvéti étel gyorsan elkészül, látványos, és többféle ízvilágban is jól működik.\n\na húsvéti asztalról a sonka és a főtt húsvéti tojás biztosan nem hiányozhat, a klasszikus alapany']"
39,27,39_csalók_intelligencia_mesterséges intelligencia_mesterséges,"['csalók', 'intelligencia', 'mesterséges intelligencia', 'mesterséges', 'csalás', 'mailben', 'sms', 'hamis', 'magyar államkincstár', 'államkincstár']","['mesterséges intelligencia által generált, hamis ítéletekre hivatkozott egy bíró – kitört a botrány a mesterséges intelligencia használata újabb botrányt kavart az igazságszolgáltatásban. india legfelsőbb bírósága élesen bírálta egy alsóbb szintű bíró döntését, miután kiderült: egy ingatlanvita ügyében mesterséges intelligencia által generált, nem létező ítéletekre hivatkozott. a testület szerint', 'vigyázzon, csalók vernék át a magyar államkincstár nevében! erre figyeljen! az infostart arról ír, hogy\n\ncsalók a magyar államkincstár nevében számlakivonat letöltésének ürügyével e-mail üzenetekben keresik az ügyfeleket.\n\na mák közölte: soha nem keresi ügyfeleit a csaló e-mailben szereplő céllal. kérik, ha valaki mégis rákattintott a kártékony linkre, azt azonnal jelezze a', 'itt az új trükk, vigyázzunk a számlaadatainkra! - adathalász e-mailben csalók élnek vissza a magyar államkincstár (mák) nevével - közölte a mák hétfőn az mti-vel. a közlemény szerint a számlakivonat letöltésének ürügyével e-mailben keresnek meg csalók ügyfeleket a magyar államkincstár nevében. a csalók olyan hamis információkat terjesztenek, hogy']"
40,27,40_hajó_tengeri_elsüllyedt_parti őrség,"['hajó', 'tengeri', 'elsüllyedt', 'parti őrség', 'őrség', 'lng', 'parti', 'vízen', 'kréta', 'nevű']","['tragédia a fekete-tengeren: elsüllyedt egy román vontatóhajó, nem volt túlélő elsüllyedt egy vontatóhajó szerda reggel romániában a fekete-tengeri midia kikötőben, a legénység tagjai közül senkit nem sikerült élve kimenteni – írja a hvg .\n\na kikötői hatóság közlése szerint valószínűleg öten tartózkodtak a felborult, a román média által az astana nevű hajóként azonosított járm', 'rettegnek a máltaiak: előkerült a szellemtanker, a fél sziget felrobbanhat a több szigetből álló málta közlekedési hatósága megerősítette: az arctic metagaz nevű lng-tanker a főszigethez közel sodródik a földközi-tengeren, ellentmondva annak a korábbi líbiai jelentésnek, ami szerint a hajó elsüllyedt a március 3-i robbanást követően. az lng-tankert máltától 37 tengeri mérf', 'elsüllyedt egy hajó romániában, keresik a legénység tagjait elsüllyedt egy vontatóhajó szerda reggel romániában a fekete-tengeri midia kikötőben, a legénységből senkit nem sikerült élve kimenteni. a hajóbaleset körülményeit vizsgálják – tájékoztat az mti.\n\na kikötői hatóság közlése szerint valószínűleg öt személy tartózkodott a felborult hajó fedélzetén. egy']"
41,26,41_hamenei_irán_ali_ajatollah,"['hamenei', 'irán', 'ali', 'ajatollah', 'ali hamenei', 'izraeli', 'legfelsőbb', 'hámenei', 'vezetője', 'hamenei ajatollah']","['meghalt hamenei: irán megtorlást ígért, trump visszaüzent irán „pusztító” megtorlást helyezett kilátásba, miután az egyesült államok és irán közötti csapásokban meghalt ali hamenei ajatollah, az ország legfőbb vezetője. az iráni állami televízió közlése szerint hameneit az irodájában érte a halál. az ország 40 napos nemzeti gyászt rendelt el a keményvonala', 'ali hamenei felszólalása várható, miközben eltérő hírek láttak napvilágot róla az iráni állami al-alam tv jelentése szerint ali hamenei, irán legfelsőbb vezetője várhatóan perceken belül beszédet mond a nemzethez. ali hamenei, irán legfelsőbb vezetője várhatóan perceken belül beszédet mond (fotó: afp)', 'végítélet iránban: előkerült az ajatollah holtteste is izraeli hivatalos források szerint meghalt irán legfelsőbb vezetője, ali hamenei ajatollah, miután izrael és az egyesült államok katonai csapásokat hajtott végre irán ellen. erről egy magas rangú izraeli tisztviselő beszélt a reuters hírügynökségnek, aki azt is elmondta: a vallási vezető holttestét']"
42,26,42_vízesés_tó_hazai_fekszik,"['vízesés', 'tó', 'hazai', 'fekszik', 'tavasszal', 'ingyenes', 'számolt', 'turisztikai', 'kilométerre', 'fotók']","['árverésen talált új gazdára a híres vízesés – nem akárki csapott le rá árverésen cserélt gazdát a látványos oregoni abiqua-vízesés: az állam törvényhozása 2,1 millió dollárt (417 millió forintot) hagyott jóvá a vízesés és a környező terület megvásárlására.\n\na vízesés mintegy 50 kilométerre keletre fekszik oregon állam fővárosától, salemtől, és portlandtől körülbelül 80', 'a bontás alatt így lesz használható a hévízi tófürdő nagy bálint, az építési és közlekedési minisztérium (ékm) közlekedésért felelős államtitkára, a térség fideszes országgyűlési képviselője a pénteken a helyszínen tartott sajtótájékoztatón jelezte: hévízt a világörökség részeként szeretnék elismertetni, ebben pedig jelentős szerepe van a gyógyfürdő é', 'óriási fejlesztésre készülnek hévízen - de mi lesz a fürdővel a felújítás alatt? nagy bálint, az építési és közlekedési minisztérium (ékm) közlekedésért felelős államtitkára, a térség fideszes országgyűlési képviselője a helyszínen tartott sajtótájékoztatón jelezte: hévízt a világörökség részeként szeretnék elismertetni, ebben pedig jelentős szerepe van a gyógyfürdő és a kórház']"
43,25,43_női_szexuális_párkapcsolati_nők,"['női', 'szexuális', 'párkapcsolati', 'nők', 'szex', 'leggyakrabban', 'élményt', 'felmérés', 'nemi', 'tökéletes']","['mikor vannak a nők és a férfiak a szexuális teljesítményük csúcsán? mutatjuk! a „szexuális csúcs” kifejezés leggyakrabban arra az időszakra utal, amikor valaki a leggyakrabban él szexuális életet, illetve amikor a testi reakciók – például az orgazmus – a legintenzívebbek. alfred kinsey amerikai szexualitáskutató klasszikus felmérései szerint a férfiak jellemzően már késő tiné', 'a tökéletes női cipő megtalálása minden évszakhoz és stílushoz (x) a divat világa folyamatosan változik, de a megfelelő lábbeli kiválasztása mindig központi szerepet játszik a női öltözködésben. egy jól megválasztott darab nemcsak tökéletesen kiegészíti a ruházatot, hanem valódi önbizalmat is ad viselőjének a mindennapok során. sokan keresik azt az ideális egyensúl', 'női ejakuláció vagy spriccelés? meglepő, amit a kutatók találtak a szakértők szerint fontos különbséget tenni a spriccelés és a női ejakuláció között. előbbi során nagyobb mennyiségű folyadék távozik a húgycsövön keresztül, míg utóbbi egy kisebb mennyiségű, sűrűbb állagú váladék, amely a női prosztatának is nevezett mirigyből származik – írja a badgirlsbible.com']"
44,23,44_kisfiú_baleset_kiesett_ház,"['kisfiú', 'baleset', 'kiesett', 'ház', 'fiú', 'történt', 'beszorult', 'kislány', 'balesetet', 'gyermek']","['nem esett pánikba: életmentés az esztergomi kisfiú döntése nyomán példamutató lélekjelenlétről tett tanúbizonyságot egy gyermek esztergomban, amikor testvére hirtelen rosszul lett. az életmentés a kisfiú gyors döntésének és higgadt reakciójának köszönhetően valósulhatott meg - írja az origo. életmentés esztergomban, kisfiú sietett a testvére segítségére fotó: mw a', 'kiesett egy kisfiú egy ház kilencedik emeletéről, mégsem halt meg kiesett egy másfél éves kisfiú egy ház kilencedik emeletéről szentpéterváron, de a járókelőknek sikerült egy kabáttal felfogniuk, mielőtt a földre zuhant volna - közölte a helyi mentőszolgálat csütörtökön. a baleset szerda délután történt.', 'hihetetlen: kiesett egy másfél éves kisfiú egy ház kilencedik emeletéről, majd megtörtént a csoda kiesett egy másfél éves kisfiú egy ház kilencedik emeletéről szentpéterváron, de a járókelőknek sikerült egy kabáttal felfogniuk, mielőtt a földre zuhant volna – közölte a helyi mentőszolgálat csütörtökön.\n\na baleset szerda délután történt.\n\n„a gyereket kórházba szállították, ahol jelenleg anyjával']"
45,23,45_számokat_zrt_sorsolás_héten,"['számokat', 'zrt', 'sorsolás', 'héten', 'joker', 'megtartott', 'milliárd', 'forintos', 'nyertek', 'útjára']","['kerek számokat húztak ki a hatos lottón – önnek mennyit sikerült eltalálnia? a szerencsejáték zrt. tájékoztatása szerint a 13. héten megtartott hatos lottó számsorsoláson a következő számokat húzták ki:', 'kihúzták a hatos lottó nyerőszámait, sokan nyertek a szerencsejáték zrt. tájékoztatása szerint a 9. héten megtartott hatos lottó számsorsoláson a következő számokat húzták ki:', 'érdekes számokat húztak ki az ötös lottón – ön eltalálta őket? a szerencsejáték zrt. tájékoztatása szerint a 13. héten megtartott ötös lottó és joker számsorsoláson a következő számokat húzták ki:\n\njoker: 864265']"
46,22,46_otthon_otthon start_start_fix,"['otthon', 'otthon start', 'start', 'fix', 'ingatlan', 'adatai', 'program', 'hazai', 'otp', 'százalékos']","['otthon startból nyaralót - nem minden az, aminek látszik az otthon start esetében is nehéz behatárolni, mi számít tisztán befektetési célnak, és ugyanígy nehéz elsőre megállapítani, hogy egy lakóépületként nyilvántartott nyaralót milyen céllal vesz meg valaki. a fix 3 százalékos hitel igénylési számai ugyanakkor az országos népességeloszlásnak megfelelők', 'a fidesz vállalta és megcsinálta - soha nem volt ennyire könnyű fiatalon lakáshoz jutni a kormány közelmúltbéli egyik legnagyobb hatású intézkedése a 2025. szeptember 1-jén elindult otthon start program bevezetése, amely fix 3 százalékos kamatozású lakáshitelt kínál első otthon vásárlásához. a konstrukció keretében legfeljebb 25 éves futamidőre maximum ötvenmillió forint igényelhető, a', 'hankó balázs nagy bejelentést tett – egy program mindent megváltoztathat az otthon start program dinamikusan növekszik, és mára meghaladta a 30 ezret a folyósított hitelszerződések száma – mondta a kulturális és innovációs minisztérium (kim) vezetője szombaton gödöllőn. hankó balázs a harmadik otthon start expón arról beszélt, hogy a kormány olyan otthon- és lakástámogat']"
47,22,47_partra_sodródott_akadt_strandon,"['partra', 'sodródott', 'akadt', 'strandon', 'mentés', 'balti tenger', 'közelében', 'méteres', 'állat', 'balti']","['sokkoló videó: 12 méteres bálna teteme sodródott partra a new york közelében partra sodródott bálna esete nem egyedi, az utóbbi időszakban egyre több hasonló esetet regisztrálnak. a szakemberek szerint a bálna pusztulás hátterében több tényező is állhat, ezért a boncolás során próbálnak pontos válaszokat találni. az eset ismét felveti a tengeri emlősök é', 'közeleg a végítélet? sokkoló dolog bukkant fel a tengerből a világvége-hal két példánya sodródott partra mexikóban, cabo san lucasnál múlt hónapban. a ritka mélytengeri állat különös megjelenése sokak szerint baljós katasztrófát jelezhet elő.\n\nkülönös és baljós jelenet borzolta a kedélyeket mexikóban: két hatalmas evezőshal sodródott partra cabo san lucasná', 'versenyt futnak az idővel: egy bálna életét próbálják megmenteni németországban egy körülbelül 10 méteres púpos bálna rekedt meg a sekély vízben a timmendorfer strand közelében, a balti-tenger partján. az állat több tonnát nyom, és napok óta nem sikerült visszajuttatni a mélyebb vízbe – írja a skynews .\n\na mentés hétfőn kezdődött, amikor a hatóságok – köztük a parti őrség és tű']"
48,20,48_turizmus_százalékkal_vendégek_hazai,"['turizmus', 'százalékkal', 'vendégek', 'hazai', 'korábbinál', 'száma', 'balatoni', 'millió', 'turisztikai', 'töltött']","['ismét rekordot döntött a turisták száma hazánkban magyarország népszerűsége a hazai és nemzetközi utazók körében is töretlenül növekszik: idén februárban csaknem 1,1 millió vendég összesen 2,4 millió vendégéjszakát töltött a magyarországi szálláshelyeken. a vendégek 75 százaléka érkezett a kereskedelmi szálláshelyekre, ahol a számuk 6,5 százalékkal', 'rekordévet zárt a turizmus, de a januári számok sokatmondóan jelzik, mit hoz a tavasz 2025-ben rekordévet zárt a hazai turizmus, a minden korábbinál nagyobb számú – 20 millió – vendég, minden korábbinál több, mintegy 47 millió vendégéjszakát töltött a magyarországi szálláshelyeken. az idei év is jól indult, januárban a vendégek száma 5,3 százalékkal, míg az általuk eltöltött éjszakák', 'lendületben a hazai turizmus: januárban is tovább erősödtek a számok tavaly rekordévet zárt a hazai turizmus, a minden korábbinál nagyobb számú - 20 millió - vendég, minden korábbinál több, mintegy 47 millió vendégéjszakát töltött a magyarországi szálláshelyeken. az idei év is jól indult, az \xa0év első hónapjában a vendégek száma 5,3 százalékkal, míg az általuk eltöltö']"
49,20,49_fiatal_miklós_influenszert_esett,"['fiatal', 'miklós', 'influenszert', 'esett', 'műtét', 'kórházba', 'küzdött', 'állapota', 'orvosok', 'találták holtan']","['kórházba került a híres énekesnő – komoly sérülést szenvedett jessie j ismét egészségi állapota miatt került a figyelem középpontjába, miután egy szerencsétlen baleset következtében fejsérülést és nyaksérülést szenvedett. az énekesnő egy autóba beszállva ütötte be a fejét, ami után azonnal kórházba vitték. jessie j balesetének híre gyorsan elterjedt, különösen', 'rejtélyes tragédia: otthonában találták holtan a szexi influenszert ayşegül eraslan neve a török divatvilágban és a közösségi médiában is ismert volt. a fiatal influenszert pénteken találták meg holtan a saját otthonában, miután családtagjai hiába próbálták elérni, ezért aggódva a lakásához mentek – írja a tmz .\n\na beszámolók szerint amikor senki nem nyitott ajtót,', 'szörnyű fordulat: fiatal anyuka halt meg plasztikai műtét után a 26 ezer követővel rendelkező fitnesztartalom-gyártó több vizsgálaton és két újabb műtéten is átesett, miután a plasztikai műtét után visszatért a kórházba. az orvosok megműtötték a beleit, és egyik petefészkét is eltávolították, ám végül nem tudták megmenteni az életét – írja a daily star .\n\na kór']"
50,19,50_óraátállítás_órákat_nyári_máv,"['óraátállítás', 'órákat', 'nyári', 'máv', '29', 'órára', 'máv csoport', 'időszámítás', 'nyári időszámítás', 'hajnali']","['a hétvégi óraátállítás borítja a menetrendet – fontos közleményt adott ki a máv és a bkk március 29-én vasárnap kezdődik a nyári időszámítás: az órákat hivatalosan hajnali kettőkor három órára állítják át, amihez az érintett belföldi és nemzetközi vonatok, valamint a bkk-járatok, a helyi és helyközi buszjáratok menetrendjei is igazodnak - közölte a máv - csoport és a budapesti közlekedé', 'a máv és a bkk járatai is módosított menetrenddel közlekednek éjszaka az óraátállítás miatt március 29-én vasárnap kezdődik a nyári időszámítás: az órákat hivatalosan hajnali kettőkor három órára állítják át, amihez az érintett belföldi és nemzetközi vonatok, valamint a bkk-járatok, a helyi és helyközi buszjáratok menetrendjei is igazodnak − közölte a máv-csoport és a budapesti közlekedési', 'változik a vonatok közlekedése az óraátállítás miatt a vasárnap hajnali óraátállítás több éjszakai vonatot és egyes helyi, illetve helyközi buszjáratokat is érint - közölte a máv-csoport . március 29-én, vasárnap kezdődik a nyári időszámítás, ezért hajnali kettőkor három órára kell átállítani az órákat, ehhez pedig az érintett járatok menetrendje is i']"
51,19,51_nasa_kutatók_élet_felfedezés,"['nasa', 'kutatók', 'élet', 'felfedezés', 'idegen', 'kutatói', 'föld', 'fedeztek', 'objektum', 'égi']","['megdöbbentő dologra bukkantak a nasa kutatói a felfedezés a curiosity marsjáró több hónapos vizsgálatának eredménye. a nasa szakemberei úgy vélik, hogy a mars dombos területén talált pókhálószerű, úgynevezett „boxwork” gerincek egykori talajvíz mozgására utalhatnak, ami új kérdéseket vet fel az esetleges ősi élet lehetőségével kapcsolatban - t', 'kutatók tudják, hol bukkanhatnak rá az idegen élet nyomaira a földönkívüli élet kutatása során a nasa a naprendszer több égitestét is vizsgálja. a fókusz azokon a helyeken van, ahol korábban adottak lehettek az idegen élet kialakulásához szükséges feltételek.\n\na cornell egyetem carl sagan intézetének kutatói 45 olyan föld-szerű exobolygót azonosítottak, amel', 'meglepő vallomást tett a nasa vezetője az idegen életről – lehet, hogy nem vagyunk egyedül? az idegen élet kérdése ismét előtérbe került egy figyelemfelkeltő nyilatkozat után. a nasa vezetője az univerzum és a földönkívüli élet kutatásának jelentőségéről beszélt az artemis ii holdküldetés kapcsán.\n\njared isaacman, a nasa vezetője szerint meglehetősen nagy az esélye annak, hogy az emberiség']"
52,18,52_budapest_máv_déli_máv csoport,"['budapest', 'máv', 'déli', 'máv csoport', 'vasúti', 'pályaudvar', 'leggyorsabb', 'vonal', 'közötti', 'elindult']","['jobb lesz, ha mindenki felkészül: leáll a déli pályaudvar március 7–8-án, valamint 28–29-én jelentős karbantartási munkálatok miatt szünetel a vasúti forgalom a déli pályaudvar és budapest–kelenföld vasútállomás között – közölte honlapján a máv-csoport. az érintett hétvégéken az utasokat pótlóbuszok szállítják majd.\n\na közlemény szerint a munkálatok célja', 'budapest-belgrád vasútvonal: mi lesz a határon? + videó szijjártó péter külgazdasági és külügyminiszter új videót osztott meg közösségi oldalán, amelyben elmagyarázta a budapest-belgrád határon történő ellenőrzés menetét. a külügyminiszter újságírói kérdésre válaszolva kifejtette, hogy a két vasúttársaság azt vállalta, hogy legkésőbb március 27-én megind', 'ennyi időt lehet megspórolni vonattal budapest és belgrád között – videó szijjártó péter külgazdasági és külügyminiszter új videót osztott meg közösségi oldalán, amelyben elmagyarázta a budapest-belgrád határon történő ellenőrzés menetét. a külügyminiszter újságírói kérdésre válaszolva kifejtette, hogy a két vasúttársaság azt vállalta, hogy legkésőbb március 27-én megind']"
53,18,53_honvédelmi_szalay bobrovniczky_bobrovniczky_szalay,"['honvédelmi', 'szalay bobrovniczky', 'bobrovniczky', 'szalay', 'bobrovniczky kristóf', 'kristóf', 'honvédelmi miniszter', 'egyeztető', 'kritikus', 'infrastruktúra']","['szalay-bobrovniczky kristóf: katonáink már a terepen, megerősítjük a kritikus infrastruktúra védelmét + videó a magyar honvédség katonái megerősítik a védelmet a kijelölt kritikus energetikai végpontokon - közölte szalay-bobrovniczky kristóf facebook-oldalán. a honvédelmi miniszter hozzátette: a magyar emberek és magyarország biztonsága az első! orbán viktor a digitális polgári körök esztergomi gyűlése előt', 'az egyeztető törzsben kezdte a hetet a honvédelmi miniszter, a magyarok biztonsága a tét! – a kritikus infrastruktúra védelmének megerősítésére létrehozott egyeztető törzs folytatta a munkáját ma reggel – közölte legújabb videójában szalay-bobrovniczky kristóf honvédelmi miniszter.\n\nközlése szerint a honvédség a következő napokban az újonnan kijelölt helyszíneken is megjelenik. a döntése', 'szalay-bobrovniczky kristóf: hatvan energetikai végpont kap katonai védelmet megtartotta második ülését a kritikus infrastruktúra védelmének megerősítésére összehívott egyeztető törzs - jelentette be szalay-bobrovniczky kristóf honvédelmi miniszter, aki a tanácskozást követően ismertette a meghozott döntéseket. a tárcavezető hangsúlyozta: a kormány célja a magyar energetikai']"
54,16,54_rázta_kilométerre_legerősebb_mélységben,"['rázta', 'kilométerre', 'legerősebb', 'mélységben', 'helyi idő', 'érezni', 'kor', 'kilométeres', 'regisztrált', 'kárpát']","['most érkezett: 4,6-os erősségű földrengés rázta meg a csallóközt szombaton 13 óra 44 perckor 4,6-os magnitúdójú földrengés történt szlovákiában – közölte az euro–mediterrán szeizmológiai központ . a rengés fészke 10 kilométeres mélységben volt, epicentruma pozsonytól 21 kilométerre délkeletre, valamint somorjától 2 kilométerre délre helyezkedett el.\n\na földrengés', 'földrengés rázta meg a népszerű turistaparadicsomot helyi idő szerint a 12:26-kor bekövetkezett földrengés 10 kilométeres mélységben pattant ki az atlanti-óceán térségében, az enmedio-vulkán közelében, amely tenerife és gran canaria között található. a rengést több mint száz településen érzékelték, köztük népszerű turistaközpontokban is – tájékoztat', 'hatalmas földrengés rázta meg tongát, azonnali riadót rendeltek el tonga térségében, 2026. március 24-én, kedden helyi idő szerint történt a nagy erejű rengés, amelynek epicentruma a tengerben, neiafu városától mintegy 153 kilométerre nyugatra volt. a földrengés több mint 230 kilométeres mélységben pattant ki, ami mérsékelhette a felszíni károkat és a cunami kialak']"
